CNPJ;RAZÃO SOCIAL;NOME FANTASIA;MATRIZ/FILIAL;SITUAÇÃO CADASTRAL;DATA INICIO ATIVIDADE;DATA INICIO ATIVIDADE (BR);DESCRIÇÃO MOTIVO;DATA SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL (BR);CNAE PRINCIPAL;CNAE SECUNDÁRIO;NATUREZA JURÍDICA;CAPITAL SOCIAL;PORTE;OPTANTE SIMPLES;OPTANTE MEI;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;EMAIL
55.580.808/0001-87;SUPERMERCADO M&R LTDA;SUPERMERCADO M&R;1;ATIVA;18/06/2024;18/06/2024;NULL;18/06/2024;18/06/2024;Serviços combinados de escritório e apoio administrativo;NULL;Sociedade Empresária Limitada;20000.00;EMPRESA DE PEQUENO PORTE;S;N;ROD FRANCISCO GERMANO DA COSTA;1322;;VARGEM PEQUENA;88052760;SC;FLORIANOPOLIS;48;32695555;;;COMPRAS.5MENINAS@GMAIL.COM
05.291.816/0001-35;ALIANCA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;SUPERMERCADO ALIANCA;1;ATIVA;09/04/2002;09/04/2002;NULL;19/04/2024;19/04/2024;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;60000.00;DEMAIS;N;N;JOAO GUALBERTO SOARES;4458;;RIO VERMELHO;88060000;SC;FLORIANOPOLIS;48;2698618;;;suprema@contabilidadesuprema.com.br
05.466.112/0001-56;ACTUM COMUNICACAO LTDA;JORNAL AGRO MERCADO;1;ATIVA;10/01/2003;10/01/2003;NULL;16/09/2024;16/09/2024;Outras atividades de publicidade não especificadas anteriormente;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;PREFEITO DIB CHEREM;2804;;CAPOEIRAS;88090000;SC;FLORIANOPOLIS;48;33482844;48;99118524;ACTUMSC@TERRA.COM.BR
02.729.634/0002-96;MERCADO PADARIA E CONFEITARIA NAPOLITANA LTDA;MERCADO NAPOLITANA;2;ATIVA;09/03/2001;09/03/2001;NULL;27/04/2002;27/04/2002;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;8000.00;EMPRESA DE PEQUENO PORTE;N;N;HUMBERTO DE CAMPOS;165;;TRINDADE;88036420;SC;FLORIANOPOLIS;48;32346450;;;
82.819.319/0001-08;MARIA ELENA NUNES LTDA;NUNES SUPERMERCADO;1;ATIVA;21/11/1990;21/11/1990;NULL;23/10/2004;23/10/2004;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;10000.00;EMPRESA DE PEQUENO PORTE;N;N;FRANCISCO THOMAZ DOS SANTOS;5897;;ARMACAO DO PANTANO DO SUL;88066260;SC;FLORIANOPOLIS;48;32375161;;;SUPERMERCADONUNES@HOTMAIL.COM
02.190.094/0001-34;AC COSTA VENDAS LTDA;PANIFICADORA E MERCEARIA SANTOS DUMONT;1;ATIVA;20/10/1997;20/10/1997;NULL;06/11/2004;06/11/2004;Promoção de vendas;NULL;Sociedade Empresária Limitada;5000.00;MICRO EMPRESA;N;N;KAURI;51;CASA;TAPERA;88049470;SC;FLORIANOPOLIS;48;96490031;;;AVELINOCOSTA1960@GMAIL.COM.BR
01.533.830/0001-47;TOP DA ILHA SUPERMERCADOS LTDA;TOP DA ILHA SUPERMERCADOS;1;ATIVA;24/06/1996;24/06/1996;NULL;28/08/2004;28/08/2004;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;210000.00;DEMAIS;NULL;NULL;DARIO MANOEL CARDOSO;328;;INGLESES DO RIO VERMELHO;88058400;SC;FLORIANOPOLIS;48;32691676;;;
07.930.087/0001-45;MERCADO DEGA LTDA;MERCADO DEGA;1;ATIVA;09/02/2006;09/02/2006;NULL;09/02/2006;09/02/2006;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Padaria e confeitaria com predominância de revenda;Sociedade Empresária Limitada;5000.00;EMPRESA DE PEQUENO PORTE;N;N;RUA JOSE CORREA;442;;TAPERA;88049400;SC;FLORIANOPOLIS;48;36587109;;;SOCIETARIO@R4SOLUCOESCONTABEIS.COM.BR
07.277.578/0001-39;MERCADO ASSUNCAO LTDA;MERCADO ASSUNCAO;1;ATIVA;16/03/2005;16/03/2005;NULL;16/03/2005;16/03/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;DOUTOR ANTONIO LUIZ MOURA GONZAGA;1232;;RIO TAVARES;88048300;SC;FLORIANOPOLIS;48;91197326;;;
09.374.107/0001-74;MINI MERCADO MILENE LTDA;MINI MERCADO EAIEL;1;ATIVA;22/02/2008;22/02/2008;NULL;22/02/2008;22/02/2008;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;ABELARDO OTACILIO GOMES;21;;PANTANO DO SUL;88067100;SC;FLORIANOPOLIS;48;33892251;;;
09.389.778/0001-09;CLARICE DOS SANTOS COLLETTO;CONVENIENCIAS CAFE;1;ATIVA;14/02/2008;14/02/2008;NULL;14/02/2008;14/02/2008;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);10000.00;MICRO EMPRESA;NULL;NULL;SANTOS SARAIVA;144;COND  VILLA SALOMY  LOJA  03;ESTREITO;88070100;SC;FLORIANOPOLIS;48;32410475;;;
16.749.626/0001-35;VAN GOGH COMERCIO DE BEBIDAS LTDA;VAN GOGH CONVENIENCIA;1;ATIVA;20/08/2012;20/08/2012;NULL;19/05/2022;19/05/2022;Comércio varejista de mercadorias em lojas de conveniência;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;NULL;NULL;ADMAR GONZAGA;2589;ECO PRINTERLOJA  10;ITACORUBI;88034001;SC;FLORIANOPOLIS;48;30341511;;;VANGOGDISTRIBUIDORA@GMAIL.COM
10.857.176/0001-18;MERCEARIA E LANCHONETE VIEIRA LTDA;MINI MERCADO VIEIRA;1;ATIVA;20/04/2009;20/04/2009;NULL;20/04/2009;20/04/2009;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;S;N;NOSSA SENHORA DE LOURDES;131;;AGRONOMICA;88025220;SC;FLORIANOPOLIS;48;96445309;48;32408320;NDTCONTABILIDADE@GMAIL.COM
24.043.296/0001-96;MERCEARIA LOPES LTDA;MERCEARIA LOPES;1;ATIVA;25/01/2016;25/01/2016;NULL;25/01/2016;25/01/2016;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;40000.00;MICRO EMPRESA;S;N;ROZALIA PAULINA FERREIRA;618;CASA  1;PANTANO DO SUL;88066600;SC;FLORIANOPOLIS;48;84012739;;;TAYLOPES.LPS@GMAIL.COM
26.384.588/0001-18;MERCADO E PADARIA PAO POPULAR LTDA;MERCEARIA PAO POPULAR;1;ATIVA;19/10/2016;19/10/2016;NULL;19/10/2016;19/10/2016;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;106000.00;MICRO EMPRESA;S;N;ALTAMIRO BARCELOS DUTRA;510;SALA;BARRA DA LAGOA;88061300;SC;FLORIANOPOLIS;48;99328394;;;FLORIPATOUR360@HOTMAIL.COM
27.585.657/0001-14;WENYEE RESTAURANTE E MERCEARIA ORIENTAL LTDA;FLORIPA ORIENTE RESTAURANTE E MERCEARIA;1;ATIVA;24/04/2017;24/04/2017;NULL;24/04/2017;24/04/2017;Restaurantes e similares;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Sociedade Empresária Limitada;40000.00;MICRO EMPRESA;S;N;MAURO RAMOS;1450;LOJA  5;CENTRO;88020302;SC;FLORIANOPOLIS;48;98667282;;;FLORIPAORIENTE@GMAIL.COM
29.541.849/0001-54;ASTRAL COMERCIO DE FLORES E BOAS ENERGIAS LTDA;MERCADO ASTRAL;1;ATIVA;26/01/2018;26/01/2018;NULL;26/01/2018;26/01/2018;Comércio varejista de plantas e flores naturais;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;ALMIRANTE ALVIM;607;LOJA  SUBSOLO;CENTRO;88015380;SC;FLORIANOPOLIS;48;99865223;;;MERCADOASTRAL@GMAIL.COM
14.746.108/0004-85;GST SUPERMERCADO LTDA;SUPERMERCADO ARMAZEM 3;2;ATIVA;20/08/2018;20/08/2018;NULL;20/08/2018;20/08/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;96000.00;DEMAIS;NULL;NULL;LAURO LINHARES;688;EDIF  CENTRO EXECUTIVO LOJA  03 04 05;TRINDADE;88036001;SC;FLORIANOPOLIS;48;32094000;;;
42.114.573/0001-96;ROBERTO C. DE OLIVEIRA LTDA;MERCADO E ACOUGUE ECONOMIA;1;ATIVA;27/05/2021;27/05/2021;NULL;27/05/2021;27/05/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;N;N;ANAROLINA SILVEIRA SANTOS;116;;VARGEM DO BOM JESUS;88056590;SC;FLORIANOPOLIS;48;84215012;;;CARLOS09OLIVEIRA@GMAIL.COM
42.390.264/0001-49;JEAN SOARES DA SILVA;SACOLAO DA BARRA;1;ATIVA;18/06/2021;18/06/2021;NULL;18/06/2021;18/06/2021;Comércio varejista de hortifrutigranjeiros;NULL;Empresário (Individual);50000.00;MICRO EMPRESA;N;N;ALTAMIRO BARCELOS DUTRA;1505;;BARRA DA LAGOA;88061300;SC;FLORIANOPOLIS;48;96557046;;;CONTACERTACONTABILIDADE@HOTMAIL.COM
30.760.948/0001-06;SEMPRE MAIS SUPERMERCADOS LTDA;MERCADO SEMPRE MAIS;1;ATIVA;21/06/2018;21/06/2018;NULL;21/06/2018;21/06/2018;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - supermercados;NULL;Sociedade Empresária Limitada;720000.00;MICRO EMPRESA;N;N;JOSE CORREIA;113;;TAPERA;88049400;SC;FLORIANOPOLIS;48;33640843;;;NFESTAPERA@GMAIL.COM
33.488.639/0001-17;SACOLAO VERDE MAR E PAPELARIA LTDA;SACOLAO VERDE MAR;1;ATIVA;29/04/2019;29/04/2019;NULL;29/04/2019;29/04/2019;Comércio varejista de artigos de papelaria;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;PINTOR EDUARDO DIAS;129;TERREO;JARDIM ATLANTICO;88095800;SC;FLORIANOPOLIS;48;33443659;48;30357987;PROCESSOS@FACILITYREGISTROS.COM.BR
42.976.765/0001-01;SK - COMERCIO BEBIDAS LTDA;CONVENIENCIA LAGOA;1;ATIVA;03/08/2021;03/08/2021;NULL;03/08/2021;03/08/2021;Comércio varejista de bebidas;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;S;N;DAS RENDEIRAS;408;;LAGOA DA CONCEICAO;88062400;SC;FLORIANOPOLIS;48;96997096;;;EDDIEFLORIPA@GMAIL.COM
43.146.536/0001-22;AVSM MERCADO E CONVENIENCIA LTDA;MINIMERCADO E CONVENIENCIA DA PONTE;1;ATIVA;16/08/2021;16/08/2021;NULL;16/08/2021;16/08/2021;Comércio varejista de mercadorias em lojas de conveniência;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;N;N;SENADOR IVO DAQUINO;20;;LAGOA DA CONCEICAO;88062050;SC;FLORIANOPOLIS;48;91487582;;;ANDREAVITOLO70@GMAIL.COM
95.843.454/0001-30;RICARDO VIEIRA THIVES;MINIMERCADO FRANPRIS;1;ATIVA;29/01/1993;29/01/1993;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);0.00;MICRO EMPRESA;S;N;VISC DE OURO PRETO;403;SALA 01;CENTRO;88020040;SC;FLORIANOPOLIS;;;;;
06.335.689/0001-91;IVONE MARTINS GASSEN;MERCADO DHORA;1;ATIVA;22/06/2004;22/06/2004;NULL;02/04/2005;02/04/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Lanchonetes casas de chá de sucos e similares;Empresário (Individual);0.00;MICRO EMPRESA;S;N;FRANCISCO MAGNO VIEIRA;3992;;CAMPECHE;88065000;SC;FLORIANOPOLIS;48;33381130;;;MERADODAHORAFLORIPA@GMAIL.COM
43.226.832/0001-33;MERCEARIA JOSE MENDES LTDA;MERCEARIA JOSE MENDES;1;ATIVA;22/08/2021;22/08/2021;NULL;22/08/2021;22/08/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;PROFESSOR ANIBAL NUNES PIRES;476;;JOSE MENDES;88021015;SC;FLORIANOPOLIS;48;30650610;;;ALEFFALEXANDRE123@GMAIL.COM
05.400.466/0001-06;MERCADO LUSITANO LTDA;MERCADO LUSITANO;1;ATIVA;25/11/2002;25/11/2002;NULL;NULL;NULL;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Padaria e confeitaria com predominância de revenda;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;S;N;PADRE LOURENCO RODRIGUES DE ANDRADE;298;LOJA B;STO ANTONIO LISBOA;88050400;SC;FLORIANOPOLIS;;;;;
02.136.122/0001-35;NILTON DOS SANTOS LIMA;MERCEARIA SANTOS;1;ATIVA;01/09/1997;01/09/1997;NULL;03/11/2005;03/11/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);0.00;MICRO EMPRESA;N;N;25 DE NOVEMBRO;SN;CASA;SERRINHA;88040000;SC;FLORIANOPOLIS;;;;;
07.135.480/0001-47;MERCEARIA ORI LTDA;MERCEARIA ORI;1;ATIVA;09/12/2004;09/12/2004;NULL;NULL;NULL;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;JOAO MEIRELLES;1153;;ABRAO;88085201;SC;FLORIANOPOLIS;48;2495972;;;
02.724.139/0001-03;SIRLEI WALTRICK MACHADO MORAES;MERCADO NERI;1;ATIVA;01/09/1998;01/09/1998;NULL;24/09/2005;24/09/2005;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Empresário (Individual);30000.00;MICRO EMPRESA;S;N;PEDRA DE LISTRAS;614; SALA;SACO GRANDE II;88032225;SC;FLORIANOPOLIS;48;99892153;;;SIRLEIWM@HOTMAIL.COM
34.938.224/0001-60;COMERCIO VAREJISTA DE PRODUTOS HENNIGEN HILDEBRANDO LTDA;MERCEARIA HENNIGEN HILDEBRANDO LTDA;1;ATIVA;20/09/2019;20/09/2019;NULL;05/12/2023;05/12/2023;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Padaria e confeitaria com predominância de revenda;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;N;N;VINTE E CINCO DE NOVEMBRO;51;SALA  B;TRINDADE;88040445;SC;FLORIANOPOLIS;48;32098146;48;99554398;ODANILOAVOCACIA@HOTMAIL.COM
03.271.017/0001-71;FATTO A MANO LTDA;MERCEARIA FATTO A MANO;1;ATIVA;14/06/1999;14/06/1999;NULL;14/06/1999;14/06/1999;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;120000.00;EMPRESA DE PEQUENO PORTE;S;N;LAURINDO JANUARIO DA SILVEIRA;433;;LAGOA DA CONCEICAO;88062201;SC;FLORIANOPOLIS;48;32323272;;;FATTOAMANO123@GMAIL.COM
39.654.684/0001-80;MERCADO DE HORTIFRUTIGRANJEIRO E ACOUGUE FLORIPA LTDA;MERCADO DE HORTIFRUTI E ACOUGUE FLORIPA LTDA;1;ATIVA;03/11/2020;03/11/2020;NULL;03/11/2020;03/11/2020;Comércio varejista de carnes - açougues;NULL;Sociedade Empresária Limitada;30000.00;EMPRESA DE PEQUENO PORTE;S;N;JOAQUIM NABUCO;1531;;CAPOEIRAS;88090060;SC;FLORIANOPOLIS;48;88165111;;;PAMELA@JDSOFT.COM.BR
36.570.846/0001-04;N & C MINIMERCADO LTDA;RADIANTE MINIMERCADO;1;ATIVA;05/03/2020;05/03/2020;NULL;05/03/2020;05/03/2020;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;Sociedade Empresária Limitada;10000.00;MICRO EMPRESA;S;N;ANTONIO ALVES BAPTISTA;805;;TAPERA;88049485;SC;FLORIANOPOLIS;48;91639918;;;ADNA.CONTABILIDADE@HOTMAIL.COM
37.872.445/0001-71;PADARIA E CONFEITARIA CORREA LTDA;MERCADO E PANIFICADORA LISBOA;1;ATIVA;27/07/2020;27/07/2020;NULL;27/07/2020;27/07/2020;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;N;N;JOAQUIM FERNANDEZ DE OLIVEIRA;27;;ABRAAO;88085170;SC;FLORIANOPOLIS;48;37716754;;;CORREAEMATTOS@GMAIL.COM
42.065.666/0001-78;VALDEVINO EUGENIO GOMES JUNIOR & CIA LTDA;CAPIVARI MERCEARIA;1;ATIVA;24/05/2021;24/05/2021;NULL;24/05/2021;24/05/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;INTENDENTE ANTONIO DAMASCO;3491;;RATONES;88052100;SC;FLORIANOPOLIS;48;96469654;48;84842484;LIONS.CONTABIL@GMAIL.COM
43.103.643/0001-73;FABIANA MERCADO ARQUITETURA E URBANISMO S/S UNIPESSOAL LTDA;FABIANA MERCADO ARQUITETURA E URBANISMO;1;ATIVA;10/06/2021;10/06/2021;NULL;10/06/2021;10/06/2021;Serviços de arquitetura;NULL;Sociedade Simples Limitada;5000.00;DEMAIS;NULL;NULL;INTENDENTE JOAO NUNES VIEIRA;1305;;INGLESES;88058100;SC;FLORIANOPOLIS;48;88079457;;;FABIMERCADO7@GMAIL.COM
44.004.031/0001-96;MINIMERCADO NOSSA SENHORA DE FATIMA LTDA;MINIMERCADO NOSSA SENHORA DE FATIMA;1;ATIVA;25/10/2021;25/10/2021;NULL;25/10/2021;25/10/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;25000.00;EMPRESA DE PEQUENO PORTE;S;N;NOSSA SENHORA DE FATIMA;890;CASA B;CAMPECHE;88066020;SC;FLORIANOPOLIS;48;99821417;;;W_DA8@YAHOO.COM.BR
46.450.288/0001-05;SS COMERCIO E TRANSPORTE DE FRUTAS LTDA;SACOLAO FRUTO DA TERRA;1;ATIVA;18/05/2022;18/05/2022;NULL;18/05/2022;18/05/2022;Comércio varejista de hortifrutigranjeiros;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;N;N;JOAO GUALBERTO SOARES;37;;INGLESES DO RIO VERMELHO;88058300;SC;FLORIANOPOLIS;48;96969877;;;SACOLAOFRUTODATERRA@GMAIL.COM
36.877.463/0001-83;FERREIRA COMERCIO ALIMENTICIOS LTDA;MERCADO FERREIRA;1;ATIVA;06/04/2020;06/04/2020;NULL;06/04/2020;06/04/2020;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;100000.00;MICRO EMPRESA;N;N;GRACILIANO MANOEL GOMES;491;;INGLESES DO RIO VERMELHO;88058200;SC;FLORIANOPOLIS;48;84647897;;;MERCADOFERREIRAC@GMAIL.COM
41.132.137/0001-87;MERCADO SCHNEIDER LOBO LTDA;MERCADO SILVA;1;ATIVA;08/03/2021;08/03/2021;NULL;08/03/2021;08/03/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;40000.00;MICRO EMPRESA;N;N;CANDIDO PEREIRA DOS ANJOS;2326;;RIO VERMELHO;88060300;SC;FLORIANOPOLIS;48;98178323;;;CONTACERTACONTABILIDADE@HOTMAIL.COM
38.377.003/0001-11;FORTALEZA CONVENIENCIA LTDA;FORTALEZA CONVENIENCIA;1;ATIVA;08/09/2020;08/09/2020;NULL;08/09/2020;08/09/2020;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;10000.00;EMPRESA DE PEQUENO PORTE;N;N;LAURINDO JOSE DE SOUZA;252;;BARRA DA LAGOA;88061400;SC;FLORIANOPOLIS;48;98319333;;;LEGAL@HASHIMOTOCONTABILIDADE.COM.BR
43.386.343/0001-49;JL COMERCIO DE BEBIDAS LTDA;LIFFEY MERCADOTECA;1;ATIVA;02/09/2021;02/09/2021;NULL;02/09/2021;02/09/2021;Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento;NULL;Sociedade Empresária Limitada;30000.00;MICRO EMPRESA;S;N;SC  401;4150;BOX 25;SACO GRANDE;88032005;SC;FLORIANOPOLIS;48;32420739;;;FISCAL02@RCCONTABILIDADESC.COM.BR
04.031.026/0007-43;HIPER SELECT SUPERMERCADOS LTDA.;HIPER SELECT SUPERMERCADOS;2;ATIVA;23/10/2019;23/10/2019;NULL;23/10/2019;23/10/2019;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;Atividades de intermediação e agenciamento de serviços e negócios em geral exceto imobiliários;Sociedade Empresária Limitada;6000000.00;DEMAIS;NULL;NULL;FRANCISCO VIEIRA;465;FUNDOSSOBRELOJA;MORRO DAS PEDRAS;88066010;SC;FLORIANOPOLIS;48;32383141;;;CPD05@HIPERSELECT.COM.BR
46.740.951/0001-06;INSONIA CONVENIENCIA E TABACARIA LTDA;INSONIA CONVENIENCIA E TABACARIA;1;ATIVA;10/06/2022;10/06/2022;NULL;10/06/2022;10/06/2022;Comércio varejista de bebidas;NULL;Sociedade Empresária Limitada;50000.00;MICRO EMPRESA;N;N;PROFESSOR MILTON LEITE DA COSTA;45;;CANASVIEIRAS;88054230;SC;FLORIANOPOLIS;48;96287417;;;GIOVANNIBERNARDES@GMAIL.COM
42.513.973/0001-74;MINI MERCADO JASMIM LTDA;MINI MERCADO JASMIM;1;ATIVA;29/06/2021;29/06/2021;NULL;29/06/2021;29/06/2021;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;400000.00;MICRO EMPRESA;N;N;PADRE ROMA;333;;CENTRO;88010090;SC;FLORIANOPOLIS;48;98304347;;;JASMIMMERCADO@GMAIL.COM
45.046.812/0001-06;IMPERIO BEER BEBIDAS E CONVENIENCIA LTDA;IMPERIO BEER BEBIDAS E CONVENIENCIA;1;ATIVA;27/01/2022;27/01/2022;NULL;27/01/2022;27/01/2022;Comércio varejista de bebidas;NULL;Sociedade Empresária Limitada;5000.00;EMPRESA DE PEQUENO PORTE;S;N;CANDIDO PEREIRA DOS ANJOS;745;SALA  07;SAO JOAO DO RIO VERMELHO;88060300;SC;FLORIANOPOLIS;48;96487135;;;IMPERIOBEERFLORIPA@GMAIL.COM
47.604.949/0001-64;MERCADO AZAMBUJA LTDA;MERCADO AZAMBUJA;1;ATIVA;17/08/2022;17/08/2022;NULL;17/08/2022;17/08/2022;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;75000.00;EMPRESA DE PEQUENO PORTE;N;N;FRANCISCO FAUSTO MARTINS;566;;VARGEM GRANDE;88052810;SC;FLORIANOPOLIS;51;95181988;;;AZAMBUJAMERCADO@GMAIL.COM
11.326.718/0001-99;ALINE LEHMKUHL LTDA;MERCADO E VERDUREIRA ANA;1;ATIVA;19/11/2009;19/11/2009;NULL;19/11/2009;19/11/2009;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento;Sociedade Empresária Limitada;5000.00;MICRO EMPRESA;S;N;MADRE MARIA VILLAC;1924;LOTE  236;CANASVIEIRAS;88054001;SC;FLORIANOPOLIS;48;84470040;;;MERCADOEVERDUREIRAANA@GMAIL.COM
14.987.110/0001-01;JSB MINI MERCADO LTDA;MERCADO PAGUE MENOS;1;ATIVA;27/01/2012;27/01/2012;NULL;27/01/2012;27/01/2012;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;Comércio varejista de carnes - açougues;Sociedade Empresária Limitada;20000.00;MICRO EMPRESA;N;N;JOAQUIM NABUCO;2650;;CAPOEIRAS;88010000;SC;FLORIANOPOLIS;48;30347663;;;
16.807.035/0001-77;MORLEI MENDES NUNES;HARI MERCADO ORIENTAL;1;ATIVA;04/09/2012;04/09/2012;NULL;04/09/2012;04/09/2012;Bares e outros estabelecimentos especializados em servir bebidas sem entretenimento;NULL;Empresário (Individual);20000.00;MICRO EMPRESA;S;N;JERONIMO COELHO;60;BOX3 NORTE;CENTRO;88010030;SC;FLORIANOPOLIS;48;96111514;48;32251934;EMPRESAS@PEREIRAJORGE.COM.BR
16.815.602/0001-37;PATRICIA ROSA DA SILVA SUPERMERCADO LTDA;SUPERMERCADO SILVA;1;ATIVA;06/09/2012;06/09/2012;NULL;06/09/2012;06/09/2012;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;110000.00;MICRO EMPRESA;S;N;VEREADOR ONILDO LEMOS;2117;SALA;INGLESES DO RIO VERMELHO;88058700;SC;FLORIANOPOLIS;48;33690701;;;MC-ASSESSORIACONTABIL@HOTMAIL.COM
20.953.937/0001-99;ASSOCIACAO DO MERCADO PUBLICO MUNICIPAL DE FLORIANOPOLIS;ASSOCIACAO DO MERCADO PUBLICO;1;ATIVA;22/07/2014;22/07/2014;NULL;22/07/2014;22/07/2014;Atividades de organizações associativas patronais e empresariais;NULL;Associação Privada;0.00;DEMAIS;NULL;NULL;JERONIMO COELHO;60;;CENTRO;88010030;SC;FLORIANOPOLIS;48;96527776;;;CONTATO@MERCADOPUBLICOFLORIPA.COM.BR
17.813.629/0001-53;GALERAS BAR E MERCEARIA LTDA;GALERAS BAR E MERCEARIA;1;ATIVA;21/03/2013;21/03/2013;NULL;21/03/2013;21/03/2013;Comércio varejista de mercadorias em geral com predominância de produtos alimentícios - minimercados mercearias e armazéns;NULL;Sociedade Empresária Limitada;5000.00;MICRO EMPRESA;S;N;SEBASTIAO LAURENTINO DA SILVA;847;;CORREGO GRANDE;88037400;SC;FLORIANOPOLIS;48;33656520;;;SU22MACHADO@HOTMAIL.COM
